; compare-graphs  -Q regulonDB_stringcoex/data/stringcoex_regulonDB_induced.tab -wcol_Q 3 -R /bio/shared_projects/coregulation_networks/Bacteria/Escherichia_coli_K12_20071108/data/regulonDB/200710/gene_gene_filtered.tab -return intersection+Q -o regulonDB_stringcoex/results/regulonDB_cg_stringcoex_inter-Q.tab -arc_id -outweight Q -null NA -v 1
; Input files
;	graph_R	/bio/shared_projects/coregulation_networks/Bacteria/Escherichia_coli_K12_20071108/data/regulonDB/200710/gene_gene_filtered.tab
;	graph_Q	regulonDB_stringcoex/data/stringcoex_regulonDB_induced.tab
; Output files
;	output	regulonDB_stringcoex/results/regulonDB_cg_stringcoex_inter-Q.tab
;	Comparaison statistics
;	Reference graph        	/bio/shared_projects/coregulation_networks/Bacteria/Escherichia_coli_K12_20071108/data/regulonDB/200710/gene_gene_filtered.tab
;		R nodes       	1358
;		R arcs        	170268
;	Query graph            	regulonDB_stringcoex/data/stringcoex_regulonDB_induced.tab
;		Q nodes       	764
;		Q arcs        	3536
;	Intersection
;		inter nodes   	764
;		inter arcs    	1577
;		inter arcs P-val	1.35081e-278
;	Union
;		union nodes   	1358
;		union arcs    	172227
;		union max arcs	921403
;	Reference not query
;		R.not.Q nodes 	594
;		R.not.Q arcs  	168691
;	Query not reference
;		Q.not.R nodes 	0
;		Q.not.R arcs  	1959
#source	target	label	color	arc_id	attribute
fliZ	fliA	722	#228b22	fliZ_fliA	R.and.Q
sucB	rseB	288	#ff0000	sucB_rseB	Q.not.R
ahpC	ompF	615	#ff0000	ahpC_ompF	Q.not.R
rhaT	idnK	201	#228b22	rhaT_idnK	R.and.Q
bcsZ	alsA	165	#ff0000	bcsZ_alsA	Q.not.R
entA	entD	263	#228b22	entA_entD	R.and.Q
fliG	fliR	115	#228b22	fliG_fliR	R.and.Q
rplC	tufB	40	#ff0000	rplC_tufB	Q.not.R
acrE	ulaG	322	#ff0000	acrE_ulaG	Q.not.R
sucC	icd	142	#228b22	sucC_icd	R.and.Q
carA	argG	144	#228b22	carA_argG	R.and.Q
nrfG	xylG	152	#228b22	nrfG_xylG	R.and.Q
phnK	idnK	238	#ff0000	phnK_idnK	Q.not.R
malF	malG	103	#228b22	malF_malG	R.and.Q
uhpT	yiaN	314	#228b22	uhpT_yiaN	R.and.Q
leuA	ilvH	242	#ff0000	leuA_ilvH	Q.not.R
skp	rseB	189	#228b22	skp_rseB	R.and.Q
pflB	glyA	171	#ff0000	pflB_glyA	Q.not.R
scpC	hyfB	404	#228b22	scpC_hyfB	R.and.Q
acrE	adiA	231	#ff0000	acrE_adiA	Q.not.R
melA	malS	292	#228b22	melA_malS	R.and.Q
agaB	cadC	443	#ff0000	agaB_cadC	Q.not.R
argD	argH	38	#228b22	argD_argH	R.and.Q
yiaN	nrfE	508	#228b22	yiaN_nrfE	R.and.Q
acrE	phnK	201	#ff0000	acrE_phnK	Q.not.R
glnH	glnP	161	#228b22	glnH_glnP	R.and.Q
cysJ	cysP	193	#228b22	cysJ_cysP	R.and.Q
acrF	emrK	183	#228b22	acrF_emrK	R.and.Q
xapA	acrF	209	#ff0000	xapA_acrF	Q.not.R
mukF	mukE	288	#228b22	mukF_mukE	R.and.Q
gspI	phnC	209	#ff0000	gspI_phnC	Q.not.R
agaB	yiaK	235	#ff0000	agaB_yiaK	Q.not.R
mhpB	gspF	189	#ff0000	mhpB_gspF	Q.not.R
ptsG	gatA	250	#228b22	ptsG_gatA	R.and.Q
hyfD	lsrD	187	#228b22	hyfD_lsrD	R.and.Q
leuB	ilvH	145	#ff0000	leuB_ilvH	Q.not.R
phnC	ulaD	411	#ff0000	phnC_ulaD	Q.not.R
sodB	grpE	56	#228b22	sodB_grpE	R.and.Q
lrp	agp	168	#ff0000	lrp_agp	Q.not.R
yiaK	yjbG	154	#228b22	yiaK_yjbG	R.and.Q
yiaN	alsC	191	#ff0000	yiaN_alsC	Q.not.R
galE	prfA	124	#ff0000	galE_prfA	Q.not.R
ychO	moeB	159	#228b22	ychO_moeB	R.and.Q
pspC	pspA	228	#228b22	pspC_pspA	R.and.Q
hyi	hyfD	199	#ff0000	hyi_hyfD	Q.not.R
hypD	hypE	109	#228b22	hypD_hypE	R.and.Q
trpA	trpD	702	#228b22	trpA_trpD	R.and.Q
rseA	pgk	181	#ff0000	rseA_pgk	Q.not.R
flhB	flgI	417	#228b22	flhB_flgI	R.and.Q
phnK	yjiD	165	#ff0000	phnK_yjiD	Q.not.R
flgB	flgE	286	#228b22	flgB_flgE	R.and.Q
nuoG	oppC	296	#228b22	nuoG_oppC	R.and.Q
rhaS	yiaM	222	#228b22	rhaS_yiaM	R.and.Q
smpA	hupA	168	#ff0000	smpA_hupA	Q.not.R
glnQ	gapA	181	#ff0000	glnQ_gapA	Q.not.R
purL	glyA	90	#228b22	purL_glyA	R.and.Q
fliG	fliN	332	#228b22	fliG_fliN	R.and.Q
bglF	ulaG	209	#ff0000	bglF_ulaG	Q.not.R
mhpB	yiaM	282	#228b22	mhpB_yiaM	R.and.Q
ampC	idnD	173	#ff0000	ampC_idnD	Q.not.R
yiaN	bglF	302	#228b22	yiaN_bglF	R.and.Q
melA	cadA	214	#ff0000	melA_cadA	Q.not.R
idnD	fimH	332	#ff0000	idnD_fimH	Q.not.R
focA	ackA	189	#228b22	focA_ackA	R.and.Q
flgC	fliD	193	#228b22	flgC_fliD	R.and.Q
lpxD	nusA	173	#ff0000	lpxD_nusA	Q.not.R
nuoA	ackA	395	#228b22	nuoA_ackA	R.and.Q
paaF	ydfD	219	#ff0000	paaF_ydfD	Q.not.R
sdhB	fumC	55	#228b22	sdhB_fumC	R.and.Q
yiaL	uhpT	382	#228b22	yiaL_uhpT	R.and.Q
edd	nusA	151	#ff0000	edd_nusA	Q.not.R
yjbG	phnG	231	#ff0000	yjbG_phnG	Q.not.R
garP	yhdX	407	#ff0000	garP_yhdX	Q.not.R
treC	fixX	156	#228b22	treC_fixX	R.and.Q
argK	dcuD	203	#ff0000	argK_dcuD	Q.not.R
glnP	ompF	244	#228b22	glnP_ompF	R.and.Q
gapA	cysK	292	#ff0000	gapA_cysK	Q.not.R
gspL	gspA	276	#228b22	gspL_gspA	R.and.Q
oppD	oppC	399	#228b22	oppD_oppC	R.and.Q
gspE	gntP	181	#ff0000	gspE_gntP	Q.not.R
agaI	tnaB	203	#ff0000	agaI_tnaB	Q.not.R
srlE	fucP	152	#228b22	srlE_fucP	R.and.Q
manY	hupA	170	#228b22	manY_hupA	R.and.Q
cysW	cysM	250	#228b22	cysW_cysM	R.and.Q
ecpD	scpC	336	#ff0000	ecpD_scpC	Q.not.R
alsC	phnJ	201	#ff0000	alsC_phnJ	Q.not.R
livF	livG	494	#228b22	livF_livG	R.and.Q
fliO	fliQ	399	#228b22	fliO_fliQ	R.and.Q
garP	bglF	272	#ff0000	garP_bglF	Q.not.R
ecpD	hyfB	259	#ff0000	ecpD_hyfB	Q.not.R
sucB	nuoN	411	#228b22	sucB_nuoN	R.and.Q
bglG	gspG	429	#228b22	bglG_gspG	R.and.Q
aroG	fabA	247	#ff0000	aroG_fabA	Q.not.R
fixA	garP	439	#228b22	fixA_garP	R.and.Q
metH	dcuR	181	#ff0000	metH_dcuR	Q.not.R
melR	xylB	199	#228b22	melR_xylB	R.and.Q
yiaN	nanC	629	#228b22	yiaN_nanC	R.and.Q
topA	fliR	68	#ff0000	topA_fliR	Q.not.R
nrfE	phnF	499	#ff0000	nrfE_phnF	Q.not.R
bglF	mhpB	181	#228b22	bglF_mhpB	R.and.Q
rplC	rplD	578	#228b22	rplC_rplD	R.and.Q
nfsB	dps	185	#ff0000	nfsB_dps	Q.not.R
ihfB	gapA	322	#ff0000	ihfB_gapA	Q.not.R
tdcB	treC	209	#228b22	tdcB_treC	R.and.Q
cvpA	guaB	378	#228b22	cvpA_guaB	R.and.Q
sucB	sdhA	28	#228b22	sucB_sdhA	R.and.Q
caiE	nrfE	361	#228b22	caiE_nrfE	R.and.Q
nagE	modB	527	#228b22	nagE_modB	R.and.Q
hyfG	agaD	156	#ff0000	hyfG_agaD	Q.not.R
rplT	rpsP	602	#228b22	rplT_rpsP	R.and.Q
wcaA	hyfG	185	#ff0000	wcaA_hyfG	Q.not.R
yiaO	phnC	399	#ff0000	yiaO_phnC	Q.not.R
tnaB	phnF	276	#ff0000	tnaB_phnF	Q.not.R
ilvL	trxA	206	#ff0000	ilvL_trxA	Q.not.R
acrF	bglG	279	#ff0000	acrF_bglG	Q.not.R
alsB	phnL	357	#ff0000	alsB_phnL	Q.not.R
paaC	xapB	201	#ff0000	paaC_xapB	Q.not.R
hyfA	paaF	326	#228b22	hyfA_paaF	R.and.Q
gspG	phnF	183	#ff0000	gspG_phnF	Q.not.R
glk	edd	167	#228b22	glk_edd	R.and.Q
ftsK	hupA	191	#ff0000	ftsK_hupA	Q.not.R
tnaB	alsC	212	#ff0000	tnaB_alsC	Q.not.R
hupB	ompA	263	#228b22	hupB_ompA	R.and.Q
fliN	fliM	152	#228b22	fliN_fliM	R.and.Q
kbaY	yiaM	253	#ff0000	kbaY_yiaM	Q.not.R
phnP	ulaD	439	#ff0000	phnP_ulaD	Q.not.R
hyfB	yhdX	471	#ff0000	hyfB_yhdX	Q.not.R
sucC	crr	152	#228b22	sucC_crr	R.and.Q
malS	adiA	171	#ff0000	malS_adiA	Q.not.R
prpC	frdB	68	#ff0000	prpC_frdB	Q.not.R
acrF	phnM	175	#ff0000	acrF_phnM	Q.not.R
hisJ	cvpA	300	#ff0000	hisJ_cvpA	Q.not.R
gspF	bglG	225	#228b22	gspF_bglG	R.and.Q
lacY	rpoH	179	#228b22	lacY_rpoH	R.and.Q
melB	bglB	187	#228b22	melB_bglB	R.and.Q
tnaB	cadA	217	#ff0000	tnaB_cadA	Q.not.R
ybbW	agaD	168	#ff0000	ybbW_agaD	Q.not.R
cydB	gnd	314	#ff0000	cydB_gnd	Q.not.R
marR	mprA	152	#ff0000	marR_mprA	Q.not.R
cysK	ptsI	204	#ff0000	cysK_ptsI	Q.not.R
yiaN	rhaD	263	#228b22	yiaN_rhaD	R.and.Q
nrfE	melR	286	#ff0000	nrfE_melR	Q.not.R
ompF	ihfB	407	#228b22	ompF_ihfB	R.and.Q
hyfB	agaB	168	#ff0000	hyfB_agaB	Q.not.R
gapA	metK	31	#228b22	gapA_metK	R.and.Q
edd	hupA	241	#ff0000	edd_hupA	Q.not.R
cyoA	sucC	189	#228b22	cyoA_sucC	R.and.Q
acrF	acrE	681	#228b22	acrF_acrE	R.and.Q
tap	cheW	219	#ff0000	tap_cheW	Q.not.R
flgD	fliC	288	#ff0000	flgD_fliC	Q.not.R
nanT	uxaA	201	#228b22	nanT_uxaA	R.and.Q
yiaM	nrfG	157	#228b22	yiaM_nrfG	R.and.Q
acrF	fixX	170	#228b22	acrF_fixX	R.and.Q
moaD	moaC	429	#228b22	moaD_moaC	R.and.Q
cyoA	sucD	292	#228b22	cyoA_sucD	R.and.Q
agaI	gspG	201	#ff0000	agaI_gspG	Q.not.R
agaD	acrE	574	#ff0000	agaD_acrE	Q.not.R
cheR	tap	471	#228b22	cheR_tap	R.and.Q
xylA	mtlD	189	#228b22	xylA_mtlD	R.and.Q
sucA	frdA	27	#228b22	sucA_frdA	R.and.Q
ahpC	hupA	541	#ff0000	ahpC_hupA	Q.not.R
crr	rimM	391	#ff0000	crr_rimM	Q.not.R
yjbE	phnG	189	#ff0000	yjbE_phnG	Q.not.R
soxR	ulaF	187	#ff0000	soxR_ulaF	Q.not.R
crr	icd	429	#228b22	crr_icd	R.and.Q
edd	rimM	263	#ff0000	edd_rimM	Q.not.R
glyA	cysJ	187	#ff0000	glyA_cysJ	Q.not.R
adhE	hupA	349	#228b22	adhE_hupA	R.and.Q
gspF	phnF	247	#ff0000	gspF_phnF	Q.not.R
allD	bglG	185	#ff0000	allD_bglG	Q.not.R
tnaB	yiaN	435	#228b22	tnaB_yiaN	R.and.Q
tdcD	agaD	151	#ff0000	tdcD_agaD	Q.not.R
serC	ptsI	193	#228b22	serC_ptsI	R.and.Q
chbG	mdtD	288	#ff0000	chbG_mdtD	Q.not.R
fliG	fliP	163	#228b22	fliG_fliP	R.and.Q
yjbG	adiA	171	#228b22	yjbG_adiA	R.and.Q
nanT	gspK	219	#ff0000	nanT_gspK	Q.not.R
slyB	zwf	219	#ff0000	slyB_zwf	Q.not.R
hyi	phnC	217	#ff0000	hyi_phnC	Q.not.R
rhaT	yiaK	250	#228b22	rhaT_yiaK	R.and.Q
gcvH	rplD	179	#228b22	gcvH_rplD	R.and.Q
bglG	gspA	159	#228b22	bglG_gspA	R.and.Q
sgbE	phnK	256	#ff0000	sgbE_phnK	Q.not.R
adiA	ecpD	170	#228b22	adiA_ecpD	R.and.Q
sucB	nuoI	282	#228b22	sucB_nuoI	R.and.Q
aroA	purM	235	#ff0000	aroA_purM	Q.not.R
ulaG	treC	171	#ff0000	ulaG_treC	Q.not.R
flhB	fliJ	199	#228b22	flhB_fliJ	R.and.Q
slyB	ihfA	668	#ff0000	slyB_ihfA	Q.not.R
agaW	nanT	263	#228b22	agaW_nanT	R.and.Q
nuoM	nuoK	314	#228b22	nuoM_nuoK	R.and.Q
rpsP	rimM	302	#228b22	rpsP_rimM	R.and.Q
manY	rpoE	203	#ff0000	manY_rpoE	Q.not.R
znuA	gatY	181	#ff0000	znuA_gatY	Q.not.R
ulaD	melA	152	#228b22	ulaD_melA	R.and.Q
purB	metK	199	#ff0000	purB_metK	Q.not.R
ubiG	purC	183	#ff0000	ubiG_purC	Q.not.R
yiaK	idnK	159	#228b22	yiaK_idnK	R.and.Q
fabZ	fis	159	#ff0000	fabZ_fis	Q.not.R
flgH	flgG	437	#228b22	flgH_flgG	R.and.Q
alsC	idnR	156	#ff0000	alsC_idnR	Q.not.R
cadA	xylR	253	#228b22	cadA_xylR	R.and.Q
cspD	smtA	191	#228b22	cspD_smtA	R.and.Q
adhE	rseB	193	#ff0000	adhE_rseB	Q.not.R
crr	rpoE	193	#ff0000	crr_rpoE	Q.not.R
htrE	gspF	189	#ff0000	htrE_gspF	Q.not.R
ybbW	rhaS	203	#ff0000	ybbW_rhaS	Q.not.R
gltI	ptsH	193	#ff0000	gltI_ptsH	Q.not.R
ftsK	adhE	181	#ff0000	ftsK_adhE	Q.not.R
hupA	hupB	231	#228b22	hupA_hupB	R.and.Q
agaD	phnM	181	#ff0000	agaD_phnM	Q.not.R
osmC	dmsD	206	#ff0000	osmC_dmsD	Q.not.R
nuoI	nuoJ	642	#228b22	nuoI_nuoJ	R.and.Q
acrE	argK	222	#228b22	acrE_argK	R.and.Q
mdh	sdhD	183	#228b22	mdh_sdhD	R.and.Q
ahpC	slyB	179	#ff0000	ahpC_slyB	Q.not.R
manY	uvrY	212	#ff0000	manY_uvrY	Q.not.R
leuD	ilvI	43	#ff0000	leuD_ilvI	Q.not.R
gcl	ilvD	33	#ff0000	gcl_ilvD	Q.not.R
rhaS	cadC	241	#ff0000	rhaS_cadC	Q.not.R
rplP	rplW	425	#228b22	rplP_rplW	R.and.Q
agaD	cadA	532	#ff0000	agaD_cadA	Q.not.R
cheR	cheB	345	#228b22	cheR_cheB	R.and.Q
ftsZ	gltD	407	#ff0000	ftsZ_gltD	Q.not.R
hyfD	agaS	527	#ff0000	hyfD_agaS	Q.not.R
ecpD	ytfE	244	#ff0000	ecpD_ytfE	Q.not.R
sdhA	sucA	48	#228b22	sdhA_sucA	R.and.Q
lyx	phnG	154	#ff0000	lyx_phnG	Q.not.R
htrE	melB	157	#ff0000	htrE_melB	Q.not.R
agaI	phnK	272	#ff0000	agaI_phnK	Q.not.R
yiaM	uhpT	349	#228b22	yiaM_uhpT	R.and.Q
nanC	bglG	288	#228b22	nanC_bglG	R.and.Q
flgF	flgI	106	#228b22	flgF_flgI	R.and.Q
cheB	fliK	253	#ff0000	cheB_fliK	Q.not.R
lexA	proP	276	#ff0000	lexA_proP	Q.not.R
nirC	ecpD	159	#228b22	nirC_ecpD	R.and.Q
pgk	edd	345	#228b22	pgk_edd	R.and.Q
phnN	phnO	152	#228b22	phnN_phnO	R.and.Q
gcl	allD	173	#ff0000	gcl_allD	Q.not.R
glnH	cvpA	231	#ff0000	glnH_cvpA	Q.not.R
yiaK	uhpT	615	#228b22	yiaK_uhpT	R.and.Q
hns	ompC	203	#ff0000	hns_ompC	Q.not.R
gltI	ftsK	156	#ff0000	gltI_ftsK	Q.not.R
aceF	infB	181	#228b22	aceF_infB	R.and.Q
manX	gatY	310	#228b22	manX_gatY	R.and.Q
ihfA	iscA	151	#ff0000	ihfA_iscA	Q.not.R
gatC	manX	476	#228b22	gatC_manX	R.and.Q
bglB	gspF	173	#228b22	bglB_gspF	R.and.Q
xylG	idnR	370	#228b22	xylG_idnR	R.and.Q
uhpT	idnK	159	#228b22	uhpT_idnK	R.and.Q
agaD	gspA	206	#ff0000	agaD_gspA	Q.not.R
nuoG	sucB	170	#228b22	nuoG_sucB	R.and.Q
agaI	xylF	288	#ff0000	agaI_xylF	Q.not.R
yjbE	treC	231	#ff0000	yjbE_treC	Q.not.R
yhjH	tsr	179	#ff0000	yhjH_tsr	Q.not.R
serC	cysD	322	#ff0000	serC_cysD	Q.not.R
ptsH	hupA	340	#228b22	ptsH_hupA	R.and.Q
tdcB	agaS	300	#ff0000	tdcB_agaS	Q.not.R
hisP	hisJ	471	#228b22	hisP_hisJ	R.and.Q
nanC	xylG	624	#228b22	nanC_xylG	R.and.Q
yiaO	ulaD	353	#228b22	yiaO_ulaD	R.and.Q
phnF	nanC	467	#ff0000	phnF_nanC	Q.not.R
flgE	tap	201	#ff0000	flgE_tap	Q.not.R
malS	nrdG	203	#ff0000	malS_nrdG	Q.not.R
ihfA	eda	382	#ff0000	ihfA_eda	Q.not.R
agaD	ulaG	256	#ff0000	agaD_ulaG	Q.not.R
adiA	bglG	322	#228b22	adiA_bglG	R.and.Q
ompF	nagA	167	#228b22	ompF_nagA	R.and.Q
cyoD	cyoA	560	#228b22	cyoD_cyoA	R.and.Q
uhpT	cadC	259	#ff0000	uhpT_cadC	Q.not.R
dcuD	acrE	191	#ff0000	dcuD_acrE	Q.not.R
tap	tar	154	#228b22	tap_tar	R.and.Q
nuoH	sucC	165	#228b22	nuoH_sucC	R.and.Q
fecA	fecC	157	#228b22	fecA_fecC	R.and.Q
icd	hns	185	#ff0000	icd_hns	Q.not.R
sucC	nuoL	231	#228b22	sucC_nuoL	R.and.Q
nuoE	nuoI	330	#228b22	nuoE_nuoI	R.and.Q
bglG	xylG	156	#228b22	bglG_xylG	R.and.Q
argE	argG	288	#228b22	argE_argG	R.and.Q
argI	argB	189	#228b22	argI_argB	R.and.Q
trpB	fliC	187	#ff0000	trpB_fliC	Q.not.R
lyx	yiaL	159	#228b22	lyx_yiaL	R.and.Q
metJ	argC	159	#ff0000	metJ_argC	Q.not.R
glnH	rimM	171	#ff0000	glnH_rimM	Q.not.R
rplC	rplM	125	#228b22	rplC_rplM	R.and.Q
zraS	caiA	165	#228b22	zraS_caiA	R.and.Q
alsC	idnD	302	#ff0000	alsC_idnD	Q.not.R
gspG	melB	173	#ff0000	gspG_melB	Q.not.R
purF	upp	159	#ff0000	purF_upp	Q.not.R
nanT	phnC	541	#ff0000	nanT_phnC	Q.not.R
nrfC	adiA	183	#228b22	nrfC_adiA	R.and.Q
ompX	ybjN	357	#ff0000	ompX_ybjN	Q.not.R
ihfB	smpA	212	#ff0000	ihfB_smpA	Q.not.R
flgF	flgE	47	#228b22	flgF_flgE	R.and.Q
agaD	rhaT	546	#ff0000	agaD_rhaT	Q.not.R
aroL	ilvE	204	#ff0000	aroL_ilvE	Q.not.R
sucC	nuoK	159	#228b22	sucC_nuoK	R.and.Q
caiE	rhaT	163	#228b22	caiE_rhaT	R.and.Q
ecpD	gspJ	269	#ff0000	ecpD_gspJ	Q.not.R
ahpC	rpoS	209	#ff0000	ahpC_rpoS	Q.not.R
ybjG	sohB	395	#ff0000	ybjG_sohB	Q.not.R
iscA	rpoS	247	#ff0000	iscA_rpoS	Q.not.R
icd	slyB	269	#ff0000	icd_slyB	Q.not.R
topA	flhB	138	#ff0000	topA_flhB	Q.not.R
cspD	ompA	204	#ff0000	cspD_ompA	Q.not.R
lrp	smtA	222	#ff0000	lrp_smtA	Q.not.R
trpL	rpoS	168	#ff0000	trpL_rpoS	Q.not.R
slyB	rimM	336	#ff0000	slyB_rimM	Q.not.R
sucA	frdB	26	#228b22	sucA_frdB	R.and.Q
yiaN	bglG	399	#228b22	yiaN_bglG	R.and.Q
ulaG	yiaM	179	#228b22	ulaG_yiaM	R.and.Q
fliC	fliA	583	#228b22	fliC_fliA	R.and.Q
lyx	cadC	370	#ff0000	lyx_cadC	Q.not.R
leuC	leuD	159	#228b22	leuC_leuD	R.and.Q
kbaY	cadA	206	#ff0000	kbaY_cadA	Q.not.R
prs	trpB	221	#ff0000	prs_trpB	Q.not.R
sucC	sdhB	70	#228b22	sucC_sdhB	R.and.Q
ftsZ	nuoK	156	#ff0000	ftsZ_nuoK	Q.not.R
scpC	nanT	310	#ff0000	scpC_nanT	Q.not.R
ihfA	rplM	222	#ff0000	ihfA_rplM	Q.not.R
nrfB	ulaD	204	#228b22	nrfB_ulaD	R.and.Q
dppD	dppF	532	#228b22	dppD_dppF	R.and.Q
rimM	hupA	250	#ff0000	rimM_hupA	Q.not.R
ptsH	ptsI	748	#228b22	ptsH_ptsI	R.and.Q
flgM	flgA	235	#228b22	flgM_flgA	R.and.Q
fadJ	lysU	50	#ff0000	fadJ_lysU	Q.not.R
gapA	ompA	191	#228b22	gapA_ompA	R.and.Q
nuoG	nuoF	597	#228b22	nuoG_nuoF	R.and.Q
livF	dppD	231	#ff0000	livF_dppD	Q.not.R
focA	gapA	193	#228b22	focA_gapA	R.and.Q
flgC	flgB	272	#228b22	flgC_flgB	R.and.Q
tyrB	aroF	24	#228b22	tyrB_aroF	R.and.Q
allD	rhaT	382	#ff0000	allD_rhaT	Q.not.R
psiE	dinF	173	#ff0000	psiE_dinF	Q.not.R
glnQ	crr	461	#ff0000	glnQ_crr	Q.not.R
serC	ompF	181	#228b22	serC_ompF	R.and.Q
ibpB	alsB	159	#ff0000	ibpB_alsB	Q.not.R
guaA	guaB	185	#228b22	guaA_guaB	R.and.Q
flgC	fliA	168	#228b22	flgC_fliA	R.and.Q
ahpC	ptsI	357	#ff0000	ahpC_ptsI	Q.not.R
fliG	fliH	744	#228b22	fliG_fliH	R.and.Q
phnC	melA	189	#ff0000	phnC_melA	Q.not.R
garP	acrE	513	#228b22	garP_acrE	R.and.Q
bglG	ulaF	154	#228b22	bglG_ulaF	R.and.Q
gatC	gatD	439	#228b22	gatC_gatD	R.and.Q
nanT	ytfE	266	#ff0000	nanT_ytfE	Q.not.R
sucC	rseB	300	#ff0000	sucC_rseB	Q.not.R
alsC	lysU	152	#ff0000	alsC_lysU	Q.not.R
nrfG	melB	222	#ff0000	nrfG_melB	Q.not.R
phnH	phnK	170	#228b22	phnH_phnK	R.and.Q
pnp	infB	546	#228b22	pnp_infB	R.and.Q
sucB	nuoL	302	#228b22	sucB_nuoL	R.and.Q
nuoI	sucC	228	#228b22	nuoI_sucC	R.and.Q
agaS	yiaM	266	#ff0000	agaS_yiaM	Q.not.R
nuoN	nuoE	453	#228b22	nuoN_nuoE	R.and.Q
nuoA	fbaA	171	#ff0000	nuoA_fbaA	Q.not.R
edd	nuoM	159	#ff0000	edd_nuoM	Q.not.R
nuoL	nuoN	725	#228b22	nuoL_nuoN	R.and.Q
fabA	gnd	168	#ff0000	fabA_gnd	Q.not.R
acrF	hyfB	391	#228b22	acrF_hyfB	R.and.Q
tar	cheA	167	#ff0000	tar_cheA	Q.not.R
rpsS	rplP	824	#228b22	rpsS_rplP	R.and.Q
rhaT	ytfE	168	#ff0000	rhaT_ytfE	Q.not.R
trmD	rplT	565	#228b22	trmD_rplT	R.and.Q
hyfB	phnI	217	#ff0000	hyfB_phnI	Q.not.R
sucD	nuoJ	250	#228b22	sucD_nuoJ	R.and.Q
nrfG	phnH	330	#ff0000	nrfG_phnH	Q.not.R
mhpB	rhaT	253	#228b22	mhpB_rhaT	R.and.Q
ompX	narL	199	#228b22	ompX_narL	R.and.Q
hyfD	scpC	480	#228b22	hyfD_scpC	R.and.Q
treC	melB	193	#228b22	treC_melB	R.and.Q
aroG	gltB	220	#ff0000	aroG_gltB	Q.not.R
metE	metK	45	#228b22	metE_metK	R.and.Q
rhaT	fixA	279	#228b22	rhaT_fixA	R.and.Q
gapA	ompF	357	#228b22	gapA_ompF	R.and.Q
oppC	nuoJ	167	#228b22	oppC_nuoJ	R.and.Q
yiaO	malS	219	#228b22	yiaO_malS	R.and.Q
kbaY	yiaK	365	#ff0000	kbaY_yiaK	Q.not.R
ptsH	rseB	269	#ff0000	ptsH_rseB	Q.not.R
smtA	pncB	151	#ff0000	smtA_pncB	Q.not.R
yiaK	yiaO	250	#228b22	yiaK_yiaO	R.and.Q
uxaA	araB	161	#228b22	uxaA_araB	R.and.Q
agaD	cadC	551	#ff0000	agaD_cadC	Q.not.R
lrp	icd	203	#ff0000	lrp_icd	Q.not.R
ihfB	icd	638	#ff0000	ihfB_icd	Q.not.R
mhpB	melR	332	#228b22	mhpB_melR	R.and.Q
pflB	yccA	204	#ff0000	pflB_yccA	Q.not.R
lpd	nuoF	36	#228b22	lpd_nuoF	R.and.Q
flhE	fliO	173	#228b22	flhE_fliO	R.and.Q
acrE	gspG	151	#ff0000	acrE_gspG	Q.not.R
idnK	treC	217	#228b22	idnK_treC	R.and.Q
bcsB	phnG	212	#ff0000	bcsB_phnG	Q.not.R
kbl	frdD	204	#ff0000	kbl_frdD	Q.not.R
nrfF	phnP	183	#ff0000	nrfF_phnP	Q.not.R
sucD	sdhA	36	#228b22	sucD_sdhA	R.and.Q
fbaA	pfkA	43	#228b22	fbaA_pfkA	R.and.Q
edd	rpoS	219	#ff0000	edd_rpoS	Q.not.R
nrfG	fixC	209	#228b22	nrfG_fixC	R.and.Q
malS	bglG	292	#228b22	malS_bglG	R.and.Q
nrfE	acrF	238	#228b22	nrfE_acrF	R.and.Q
prpR	scpC	259	#ff0000	prpR_scpC	Q.not.R
oppA	pgk	439	#ff0000	oppA_pgk	Q.not.R
xylG	cadA	318	#ff0000	xylG_cadA	Q.not.R
agaI	yiaN	187	#ff0000	agaI_yiaN	Q.not.R
phnL	idnD	214	#ff0000	phnL_idnD	Q.not.R
fliY	cysP	206	#ff0000	fliY_cysP	Q.not.R
rpmC	rpsS	228	#228b22	rpmC_rpsS	R.and.Q
agaS	nanT	522	#ff0000	agaS_nanT	Q.not.R
bioC	bioD	288	#228b22	bioC_bioD	R.and.Q
nrfB	nrfC	306	#228b22	nrfB_nrfC	R.and.Q
yhdX	lyx	203	#ff0000	yhdX_lyx	Q.not.R
flgD	tap	170	#ff0000	flgD_tap	Q.not.R
kbaZ	acrF	429	#ff0000	kbaZ_acrF	Q.not.R
bglG	idnK	518	#228b22	bglG_idnK	R.and.Q
ecpD	garP	161	#ff0000	ecpD_garP	Q.not.R
soxR	adiA	206	#ff0000	soxR_adiA	Q.not.R
ybbW	wcaB	157	#ff0000	ybbW_wcaB	Q.not.R
cysN	cysC	349	#228b22	cysN_cysC	R.and.Q
bglG	rhaT	300	#228b22	bglG_rhaT	R.and.Q
fliY	rpoD	381	#ff0000	fliY_rpoD	Q.not.R
rhaT	lyx	187	#228b22	rhaT_lyx	R.and.Q
ptsI	ompA	214	#228b22	ptsI_ompA	R.and.Q
gatA	manY	638	#228b22	gatA_manY	R.and.Q
lyx	nrfE	214	#228b22	lyx_nrfE	R.and.Q
melB	ytfE	152	#ff0000	melB_ytfE	Q.not.R
